,churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,document_score,magnitude,max_score,min_score,mean_score,std_score,max_weighted_score,min_weighted_score,mean_weighted_score,std_weighted_score
312,no,,FL,143,area_code_415,no,no,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,,,,,,,,,,
313,yes,"Customer: Basically I can't get a static IP address, and my home is a public IP address. So I'm not sure if it's under my company's control or not.
TelCom Agent: Okay, well first off, what is your company's IP address?
Customer: My company's IP address is 104.56.9.1.
TelCom Agent: Okay, well what do you want me to do about that?
Customer: Well, I have a mirror here with my IP address, and it said in the mirror it said ""VIP."" But I couldn't figure out what that meant.
TelCom Agent: Okay, well there's",NC,54,area_code_415,yes,no,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,-0.30000001192092896,3.200000047683716,0.10000000149011612,-0.800000011920929,-0.33750000409781933,0.2781074435172465,0.010000000298023226,-0.6400000190734865,-0.1887500028312207,0.22591134979133698
314,no,,OH,102,area_code_415,no,no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,,,,,,,,,,
315,no,"Customer: I'm not sure. It sounds like it's voice for now.
TelCom Agent: Okay. Next please, what is your name and your phone number?
Customer: My name is Margaret, my phone number is 4042905639.
TelCom Agent: Okay, thank you Margaret. And can I say that you are very important to us and we have been doing everything we can to ensure that you are pleased with what you have been provided.
Customer: Thank you.
I would like to take a moment to thank & congratulate our customer service agent Barb who is truly one of the best in the",MT,25,area_code_415,no,no,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,0.20000000298023224,4.5,0.8999999761581421,-0.5,0.2222222222222222,0.47557632520514537,0.8099999570846563,-0.25,0.1911111108462017,0.3338144638982271
316,no,"Customer: I need to upgrade my service to flash CID 100 kbps modem.
TelCom Agent: If you require a modem please make sure you check your bill at the end of your month. If not you can call customer services to upgrade your service. TelCom will be able to give you a quote for this modem.
Customer: Thanks Gladys thanks for your help. Could you tell me for my current service CID?
TelCom Agent: Gladly we can tell you that you are covered by your current CID and you can upgrade to flash CID 100 kbps modem.
Customer: Thanks Gladys",IN,100,area_code_510,no,no,0,247.8,117,42.13,130.0,95,11.05,134.3,125,6.04,6.9,2,1.86,1,0.0,3.0999999046325684,0.8999999761581421,-0.5,-3.725290298461914e-09,0.4527692513119737,0.8099999570846563,-0.25,0.059999994337558815,0.31976552661751684
317,no,"Customer: I have no idea.
TelCom Agent: Please follow this link, to our 2015 Vision Statement, then come back here and let me know what you think of it.
Customer: I'll keep reading the Vision Statement.
TelCom Agent: Introduction to our new contract terms, then please come back with your written agreement to the new contract, please. You can be sure that I will be updating this page as efficiently as possible.
Customer: Okay, thank you.
TelCom Agent: Thank you Paul. And I would like to reiterate that there is no rush, that you can do this as fast as possible",UT,44,area_code_415,no,no,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,0.0,2.799999952316284,0.6000000238418579,-0.6000000238418579,0.050000001676380634,0.35707143365971733,0.36000002861023006,-0.36000002861023006,0.02500000130385162,0.19032867742532272
318,no,"Customer: I'm interested in upgrading to voice.
TelCom Agent: We can upgrade your voice to either a ""No Cost"" upgrade or a ""Small"" upgrade of $25.00 for each extra hour that you'd like to talk to home. For example, if you wanted to talk all day and all night, then you'd be able to do so. If you didn't want to pay for the extra minutes, then you'd be able to upgrade your phone to a ""Small"" upgrade of $100.00 for each extra hour.
TelCom Agent: Thank you. This will be $80.00 for voice",MT,58,area_code_510,no,yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,0.0,1.5,0.30000001192092896,-0.4000000059604645,-0.049999999503294625,0.24324199740013067,0.09000000715255752,-0.16000000476837162,-0.01833333313465117,0.07797792046094956
319,no,"Customer: I am looking for a plan that includes voice over internet service.
TelCom Agent: I understand you are looking to upgrade your TelCom service, please read the following information and then I will be able to help you.
TelCom Service Limits. TelCom will not provide you with any information regarding your current service levels. All TelCom Voice Services are subject to network and voice quality variables in accordance to the Federal Communications Commission (FCC) rules. TelCom Voice Services are subject to programmed limitations, including Call Forwarding, Rate Caps and Data Caps, which may vary by service provider, technology provider",AZ,157,area_code_415,no,no,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,-0.20000000298023224,1.7999999523162842,0.20000000298023224,-0.800000011920929,-0.20000000298023224,0.3265986372377893,0.040000001192092904,-0.6400000190734865,-0.13333333730697636,0.2351359015215744
320,no,,VA,21,area_code_415,no,no,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,,,,,,,,,,
321,no,"Customer: Voice, text and data.
TelCom Agent: What's the specific upgrade fee, if any?
Customer: £120.00
TelCom Agent: Thank you, your call will be transferred to my supervisor.
TelCom Agent: Thank you Beau, you're through to TelCom and my name is Susie. Can I start by getting your name and phone number please?
Customer: Yeah, hi there. It's Beau and my phone number is 0511669788.
TelCom Agent: Thank you Beau. And how can I help you today?
Customer: I have been very",OK,189,area_code_415,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,0.0,2.0999999046325684,0.4000000059604645,-0.5,1.4901161193847657e-09,0.2323790035939181,0.16000000476837162,-0.25,-0.001999998867511732,0.09826494943899412
322,no,"Customer: I'd like to upgrade my phone. The Voice, text and data packages are not available at this time. I would like to upgrade to a data package.
TelCom Agent: Thank you Ruthann for being so forthcoming. The data packages are free. I can look into switching you over to a data package.
Customer: Great. Thank you and well done. I'll be calling you back shortly.
TelCom Agent: You can call me right back Ruthann. I'm the TelCom agent and I can speak with you anytime at this number, 9253818728.
I am",AL,132,area_code_408,no,no,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,0.10000000149011612,5.300000190734863,0.8999999761581421,-0.699999988079071,0.1666666641831398,0.4887626044491478,0.8099999570846563,-0.4899999833106996,0.15999999508261695,0.36887214026990306
323,no,"Customer: I need voice and text on both my phones.
TelCom Agent: Okay. How about here. Yeah, I'm pretty sure that would work. And how about over there?
Customer: Yeah, over here.
TelCom Agent: Okay, nice to meet you. How much would you like to pay for the upgrade?
Customer: 1549.00.
TelCom Agent: Okay, 1549.00. You're through. Do you have any questions?
Customer: No, no. Thanks.
TelCom Agent: Thank you. Okay, you're through.",MA,83,area_code_408,no,no,0,286.6,114,48.72,101.0,138,8.59,199.6,146,8.98,13.2,4,3.56,1,0.0,4.400000095367432,0.699999988079071,-0.6000000238418579,0.056249997578561306,0.32204182803132536,0.4899999833106996,-0.36000002861023006,0.04437499657273292,0.19442121584792527
324,no,"Customer: I've decided to upgrade my voice.
TelCom Agent: It's kind of a complicated process right now Holly, but I'm sure we can get you upgraded to voice later today.
Customer: Thank you. So how does this happen? Do I have to call the TelCom agent?
TelCom Agent: It depends on the service you purchased and the agreement that you have. So if you purchased home phone service and at the time of your first transaction the agreement was that you were to be serviced by TelInet, then you call TelInet and ask for the upgrade to voice service, and",UT,91,area_code_415,no,yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,0.0,1.7000000476837158,0.6000000238418579,-0.4000000059604645,-0.04285714136702674,0.2871393125051947,0.36000002861023006,-0.16000000476837162,0.018571431679385124,0.14865383360399023
325,no,"Customer: Yeah, Voice. I want Voice and a couple of text messages here and there.
TelCom Agent: Okay, can you describe in detail what you are upgrading to?
Customer: Voice.
TelCom Agent: Okay and can you tell me what the cost of the upgrade is?
Customer: Yes, it's $139.95.
TelCom Agent: And is this your first time upgrading?
Customer: No, it's not. I've upgraded from their DSL previously.
TelCom Agent: Okay, the upgrade price was $30 more than your previous DSL.
Customer: Right, but I",PA,128,area_code_408,yes,no,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,-0.10000000149011612,2.200000047683716,0.10000000149011612,-0.699999988079071,-0.13636363636363635,0.21856027583791543,0.010000000298023226,-0.4899999833106996,-0.06454545362429186,0.14202199377380453
326,yes,"Customer: Well, the billing department is very slow and very inefficient. The last time I called about something, they said that it would be pretty much impossible to get a resolution because they had a backlog of 3,000 problems and they couldn't get to them all.
TelCom Agent: Sir, I'm sorry but I don't have the information for you right now.
Customer: Well, I'll look up the phone number and then call back if I need anything.
TelCom Agent: Sir, I'm sorry, but I can't get anything for you right now.
Customer: No, you can't get something for me? I've called numerous times",SD,108,area_code_510,yes,no,0,275.9,84,46.9,203.0,91,17.26,211.4,108,9.51,6.7,4,1.81,2,-0.699999988079071,4.900000095367432,-0.30000001192092896,-0.800000011920929,-0.6428571428571429,0.14982982976979947,-0.09000000715255752,-0.6400000190734865,-0.4357142840112961,0.15980855503583874
327,no,"Customer: I am probably going to upgrade my voice because I am going to start using Skype and I want to keep it for when I go on vacation
TelCom Agent: Right, great. And are you interested in paying for half of that or full of half?
Customer: I am going to have to do proportionate of the changes which will be $65.00 per month worth of increases to my bill.
TelCom Agent: Thank you for that response. So, are you signing up for our no contract program now?
Customer: Yes.
TelCom Agent: Ok great. I'm going to email you",NJ,64,area_code_415,no,no,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,0.0,3.4000000953674316,0.5,-0.5,0.037500000558793545,0.4060095475201937,0.25,-0.25,0.021250000260770334,0.1833328618191498
328,no,"Customer: Text.
TelCom Agent: Okay. Please go ahead and provide further details.
Customer: My basic phone service is Vodafone and my current plan gives me a maximum—
TelCom Agent: I see, a maximum of 150 mins for the first year and 150 mins for the second year.
Customer: My basic phone service is Vodafone and my current plan gives me a maximum—
TelCom Agent: Oh, I see, 140 mins for the first year and 140 mins for the second year.
Customer: Ok, I'm going to include the basic as a new option as",NE,64,area_code_408,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,0.0,1.0,0.20000000298023224,-0.20000000298023224,0.033333333830038704,0.13743685623522406,0.040000001192092904,-0.040000001192092904,0.006666666865348818,0.027487371656638563
329,no,"Customer: Yeah, I would like to upgrade all 3.
TelCom Agent: Thank you Doris. And will you be able to start by calling today?
Customer: Sure, I'll start by calling today.
TelCom Agent: Thank you, Doris. And I'll be waiting to hear from you.
TelCom Agent: And are you willing to upgrade your phone in the next 30 days?
Customer: Sure, I am.
TelCom Agent: And can you give me an estimated time of when the upgrade will be completed?
Customer: Let me check your website. Can you",NH,93,area_code_408,no,no,0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,0.0,2.5999999046325684,0.4000000059604645,-0.4000000059604645,-0.054545456035570664,0.23496087836239693,0.16000000476837162,-0.16000000476837162,-0.012727273512970332,0.08280216763393086
330,no,"Customer: Well, I've been using the service for about 3 years and I'd like to get my voice and text package upgraded to LTE.
TelCom Agent: I would like to upgrade your voice, text and data packages as well. The following services would be upgraded inc. voice, text and data: Voice, SMS and data. You could also get a modem upgrade if you need one. But in addition to that, you would have a new rate of $42.99 per month for 12 months. Also, you would have to pay for internet service for another $40/mo. for 12 months, just to cover",ME,79,area_code_415,no,no,0,213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,2,-0.10000000149011612,1.7999999523162842,0.10000000149011612,-0.6000000238418579,-0.162500006146729,0.2117634375393682,0.010000000298023226,-0.36000002861023006,-0.06875000540167105,0.11634405724527268
